"SN","FLDN_DOWA","FLDN_GRD","FLDN_AREA","FLDN_YR","FLDN_DST_NM","FLDN_CS_DTL_NM","FLDN_BGNG_YMD","FLDN_END_YMD","FLDN_BGNG_TM","FLDN_END_TM","STDG_CTPV_CD","STDG_SGG_CD","GEOM"
"197","0.21","1","140736","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14390495.5904784 4298545.0370747698,14390509.8545292 4298525.6448121797,14390525.0520999 4298504.5476665096,14390539.5451118 4298485.0069029797,14390557.300044199 4298461.2245431198,14390572.074918799 4298440.7956811003,14390587.036164301 4298420.5433786903,14390597.494831 4298406.3143803701,14390610.575058799 4298406.5382545497,14390688.283377299 4298459.6120581003,14390588.364073001 4298607.1272714501,14390495.5904784 4298545.0370747698))"
"202","1.28","3","421755","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14391990.4542294 4299924.9254277004,14392082.7952093 4300100.0037903097,14392084.2536858 4300105.2658453695,14392119.595210699 4300148.3196197599,14392110.521748099 4300157.8608042002,14392105.0394415 4300162.2518363297,14392069.8076727 4300190.4492215198,14392064.0420455 4300195.0702124704,14392052.2029434 4300193.9790907698,14391994.8270506 4300158.6326705301,14391916.4034546 4300108.7717308505,14391857.770952299 4300072.31367396,14391911.9851101 4299992.7655004403,14391943.392216001 4299955.2607185403,14391960.1922746 4299945.9588459404,14391974.692266099 4299936.2182822097,14391990.4542294 4299924.9254277004))"
"99","1.75","2","421755","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14391758.8304826 4300002.3689688798,14391760.2445077 4300001.2760535097,14391761.0173677 4299983.2033853298,14391758.399326401 4299955.5157378605,14391753.569939399 4299933.3002643902,14391788.5128376 4299896.1204784401,14391831.794670001 4299851.9848082997,14391874.5810645 4299808.3282087799,14391880.0216817 4299802.7994838096,14391871.0329154 4299849.3846042901,14391863.562013701 4299887.9511818103,14391856.360186299 4299924.8741157101,14391855.281418599 4299935.2536792001,14391855.3724127 4299947.9622655902,14391846.750372401 4299959.9370637396,14391826.2690362 4299984.3417387502,14391803.7845497 4300006.3290292397,14391780.652451601 4300023.7850348298,14391779.191398799 4300023.1916052103,14391758.8304826 4300002.3689688798))"
"128","2.88","5","591725","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14390034.229428001 4297644.6537743099,14390032.689988101 4297638.6490459302,14390011.003270499 4297645.7664812701,14389991.0574404 4297652.2677382799,14389964.055895399 4297662.6957322499,14389953.246274401 4297666.87102124,14389940.075909199 4297650.3678429304,14389928.930088 4297636.4711300498,14389920.309172399 4297625.7756798305,14389902.184958899 4297601.2403196599,14389905.246742999 4297598.8155926,14389864.7901152 4297545.6758060204,14389854.7444924 4297532.9614757299,14389861.701055899 4297528.4559148196,14389870.611938899 4297526.3983540004,14389912.54669 4297528.7473250804,14389972.6892638 4297533.7685364801,14389991.020722801 4297551.4587464603,14390007.450574899 4297573.8405951597,14390026.1856644 4297599.3226554198,14390032.4539651 4297607.1715109898,14390043.099528899 4297620.7484505102,14390053.573045701 4297634.1151155196,14390034.229428001 4297644.6537743099))"
"133","1.26","3","111757","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14392150.9365422 4301152.72307334,14392066.585356601 4301142.6145043299,14392076.5110774 4301100.5871979501,14392163.2915083 4301112.7558222804,14392150.9365422 4301152.72307334))"
"273","0.28","1","111757","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14392145.6593241 4301320.8025807403,14392124.2969296 4301322.2468574699,14392119.196514999 4301322.7332808096,14392110.423484899 4301324.2061570603,14392108.529144799 4301324.5749793397,14392094.107230101 4301321.4537126701,14392081.696449799 4301321.6080723703,14392077.4415833 4301321.5425262004,14392066.325358501 4301320.2828346305,14392054.491935899 4301316.0376223596,14392041.793800799 4301312.9113443904,14392026.329329999 4301311.6657951502,14392036.2958674 4301296.3515696097,14392044.515886201 4301277.4004593203,14392059.359773301 4301276.33500457,14392081.885263201 4301282.0580730801,14392092.410023799 4301282.1350595001,14392095.8709496 4301280.9121102104,14392110.3573328 4301277.7851871001,14392114.889501801 4301271.7111375201,14392120.212249201 4301265.2879757397,14392121.2947187 4301263.9810572602,14392122.0988733 4301264.0370772099,14392135.9461083 4301264.9960780796,14392139.575290401 4301267.6725199204,14392140.309139401 4301268.2137389099,14392140.936507 4301283.1480605304,14392142.4534711 4301288.8497120999,14392142.709948201 4301296.7956423601,14392145.6593241 4301320.8025807403))"
"244","0.21","1","140736","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14391195.667084601 4299108.9847480301,14391192.8769587 4299106.3047817498,14391156.220272001 4299075.37201118,14391136.225287 4299057.2521258397,14391102.1228421 4299028.0564361801,14391105.0458619 4299023.1370432796,14391119.161894999 4299002.21592566,14391132.817089699 4298981.9831547001,14391235.0959017 4299050.69747971,14391220.534542101 4299072.1359859603,14391206.4961333 4299092.9468056299,14391195.667084601 4299108.9847480301))"
"181","1.21","3","591725","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14389279.064773001 4297944.4596104696,14389272.385267399 4297936.3135841899,14389290.6624454 4297924.3887030901,14389320.311202001 4297899.9071345804,14389344.9261485 4297880.4254183397,14389378.980724299 4297924.9444621997,14389344.146440599 4297930.7893563705,14389324.5053818 4297932.9123307802,14389299.140497601 4297939.11946382,14389279.064773001 4297944.4596104696))"
"134","1.28","3","591725","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14390750.871952699 4297114.2772226697,14390646.8911187 4297049.0758642098,14390524.5646559 4296972.7233301699,14390546.232896401 4296938.0266330503,14390556.2405371 4296920.4375933204,14390572.479822701 4296894.3931024,14390624.0309263 4296926.73805713,14390645.9206907 4296939.6224787096,14390740.7318698 4296999.1713011898,14390815.191576401 4297045.8685584702,14390771.8767817 4297091.9400045704,14390750.871952699 4297114.2772226697))"
"103","1.26","3","111757","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14392220.4584607 4300944.5938013997,14392225.756670199 4300927.32568534,14392231.478806701 4300908.1021923805,14392296.730058899 4300892.9015849195,14392291.937426399 4300930.0608780999,14392250.635433 4300940.0553332502,14392220.4584607 4300944.5938013997))"
"159","0.2","1","541340","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14391282.211841701 4297371.9041431099,14391256.1314517 4297366.9392483504,14391248.855340101 4297365.0968466103,14391237.931642 4297362.3622405399,14391218.2097537 4297354.1695247898,14391229.2498709 4297323.0387175102,14391230.111527801 4297316.1349856798,14391225.205533599 4297305.7653056001,14391225.1899866 4297298.4784949804,14391225.157085599 4297289.5291435001,14391245.3910725 4297299.4137220802,14391287.3790338 4297319.9506539404,14391289.3246888 4297351.8340455703,14391287.283786001 4297362.4678371605,14391283.2937482 4297366.4836274497,14391282.211841701 4297371.9041431099))"
"287","0.18","1","591725","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14389980.5601997 4297264.5887012202,14390000.6900008 4297262.4435089203,14390001.316753799 4297271.4978632396,14389999.3921983 4297284.9944239203,14389986.992009399 4297284.6021777,14389983.1213676 4297285.5042074099,14389981.7701106 4297277.8687160397,14389980.5601997 4297264.5887012202))"
"222","0.95","2","591725","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14390378.665640499 4297005.8252804596,14390431.322283 4296923.7781475196,14390441.087377399 4296929.6804383202,14390387.232512999 4297011.2755985502,14390378.665640499 4297005.8252804596))"
"31","2.25","5","47274","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14391471.3094496 4300857.7542887898,14391426.1081775 4300770.1273016799,14391486.851598401 4300738.1976799499,14391508.7404346 4300759.3461873196,14391522.467186701 4300771.4807711504,14391527.5010853 4300775.8746613096,14391548.0370767 4300793.17778676,14391556.7106939 4300799.3360569598,14391567.9605869 4300806.9598198403,14391471.3094496 4300857.7542887898))"
"2","0.95","2","591725","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14390151.9436593 4297458.7963495003,14390163.0158916 4297432.9450256899,14390196.7535045 4297351.6935261898,14390205.763270101 4297329.9476559199,14390218.424055399 4297329.4131913399,14390189.5506214 4297395.5999408299,14390178.622658901 4297428.63891479,14390176.2798211 4297431.2856878899,14390161.682798401 4297463.1679515196,14390151.9436593 4297458.7963495003))"
"263","0.75","2","140736","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14390495.078690801 4298545.6784049803,14390495.5904784 4298545.0370747698,14390588.364073001 4298607.1272714501,14390578.401298201 4298621.8462623702,14390502.599170299 4298561.5175972497,14390495.078690801 4298545.6784049803))"
"92","2.13","5","591725","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14389977.197414899 4297439.7891019201,14389982.2040563 4297435.4598730505,14389983.7227936 4297433.4389867401,14389994.732307 4297430.1260371497,14389999.483851699 4297427.7588449204,14390004.2139233 4297424.7219271604,14390009.6074783 4297415.5371122099,14390012.0158666 4297408.4284123098,14390015.0466062 4297402.2909851801,14390017.931451101 4297399.2744020103,14390041.222058499 4297412.0326630501,14390045.2753844 4297413.8004147597,14390047.5831527 4297418.1679442003,14390046.0685772 4297422.2991755698,14390042.9483684 4297439.5508351298,14390039.8842906 4297445.6261520898,14390019.8626427 4297478.10209243,14390017.907934099 4297484.6076054396,14390013.610231999 4297493.69279222,14390013.252870999 4297508.8866113396,14390014.673591301 4297522.0362209799,14390008.5135331 4297525.8439827999,14389993.9440988 4297528.5829263898,14389988.278813099 4297498.8972204104,14389983.2058296 4297479.4609039202,14389979.845815999 4297471.9526229501,14389979.3806412 4297471.6116490196,14389985.476833099 4297458.9784846697,14389989.657399399 4297452.5825090297,14389977.197414899 4297439.7891019201))"
"306","0.72","2","47274","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14391274.612077 4300842.3022920499,14391252.06167 4300798.8988345098,14391275.543796301 4300786.2403857,14391274.5915644 4300784.4494505003,14391249.611754701 4300797.8394144,14391224.0522481 4300748.6151799997,14391224.022922199 4300742.1491000801,14391225.338323699 4300729.7287332201,14391225.0228594 4300707.1972319204,14391226.230496099 4300694.22243586,14391229.992167801 4300677.5252779797,14391231.5281181 4300663.1953160902,14391237.834517701 4300667.5375666302,14391266.779506201 4300696.7578621404,14391282.2545633 4300726.23472731,14391327.4593294 4300814.63681232,14391274.612077 4300842.3022920499))"
"179","0.95","2","591725","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14390208.029254001 4297324.9825900504,14390239.382054999 4297252.0613858402,14390247.2904383 4297238.6781960204,14390253.687543999 4297220.2722500199,14390260.3213521 4297194.5464583896,14390262.5100783 4297189.7428127704,14390268.1165323 4297212.8424079102,14390248.8584543 4297256.9592938898,14390220.675989 4297324.2311271802,14390208.029254001 4297324.9825900504))"
"106","2.15","5","541340","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14392094.023801699 4298650.9126093602,14392072.3647494 4298639.8024898497,14392041.9675069 4298624.0551812397,14392014.7874195 4298609.6829904504,14391986.8065484 4298594.8967559803,14391986.472350501 4298595.0478791697,14391986.275017099 4298594.6131116403,14391965.993777599 4298550.3023282802,14391944.8244294 4298504.4119398203,14391924.356965899 4298459.5727138901,14391914.1997729 4298437.0608437601,14391893.8948458 4298392.07486152,14391885.583712401 4298373.6655143499,14391876.3392573 4298353.0990195395,14391875.2658759 4298350.7105336403,14391988.640575999 4298299.2917715898,14391998.6581815 4298321.7378976401,14392017.2050703 4298363.0944776898,14392027.342983199 4298385.7127316501,14392058.069298699 4298453.3680003099,14392078.867890799 4298498.9213726297,14392104.3035772 4298554.8874740899,14392103.9589309 4298562.9449313497,14392102.5487621 4298568.2568222601,14392093.8838898 4298600.7315898295,14392086.7435026 4298628.07125495,14392087.3244629 4298633.0671171397,14392094.023801699 4298650.9126093602))"
"143","1.24","3","541340","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14391207.919895399 4297813.4928062996,14391108.3893262 4297591.6414146898,14391226.672448499 4297537.6763322204,14391215.958501801 4297563.6246929597,14391210.6722249 4297581.2201326303,14391211.9627719 4297589.7731764298,14391220.1935615 4297604.3513409803,14391228.593152501 4297608.39377758,14391253.709843401 4297609.8221325995,14391321.6809243 4297762.1938362299,14391207.919895399 4297813.4928062996))"
"127","2.11","5","47274","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14391716.3287162 4300858.3033077298,14391699.4069096 4300852.03387147,14391693.0481198 4300849.2856067,14391670.5697618 4300838.4555085404,14391651.033349499 4300822.7813326698,14391625.769540399 4300808.8339508399,14391595.4792984 4300790.1144487103,14391712.0460521 4300785.8394194003,14391715.8801789 4300834.5973600401,14391716.3287162 4300858.3033077298))"
"226","1.25","3","47274","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14391368.504460599 4300913.8440428199,14391410.535661999 4300892.0116506601,14391431.2008688 4300908.6493060002,14391447.4942089 4300914.6240978101,14391476.424610799 4300899.9382034102,14391533.9136241 4300876.4587479196,14391547.6254563 4300902.0118632196,14391576.812989401 4300887.8311835704,14391588.7237828 4300910.5523372795,14391559.2393318 4300925.36482374,14391510.1935996 4300951.2818828505,14391439.646337399 4300954.6988989403,14391401.0377429 4300974.6042328896,14391368.504460599 4300913.8440428199))"
"126","2.13","5","591725","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14390038.408106901 4297590.3827227801,14390040.5588104 4297588.8247343404,14390063.4316481 4297581.1833280297,14390080.223125899 4297579.52207777,14390087.235072499 4297580.8220131602,14390092.328252399 4297568.8272097297,14390097.0687043 4297570.9437991297,14390088.1278913 4297591.4167591296,14390076.387428701 4297618.6028299099,14390066.518176701 4297626.3543985598,14390038.408106901 4297590.3827227801))"
"227","1.75","2","421755","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14392363.7650577 4300228.67581248,14392375.0058647 4300210.0746024996,14392383.2532898 4300196.4283343898,14392400.2871443 4300214.9843495796,14392482.8253313 4300274.6603374202,14392470.118342699 4300295.3768261801,14392363.7650577 4300228.67581248))"
"124","2.13","5","591725","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14390669.798974101 4297651.9365716102,14390667.5140674 4297650.6065664403,14390611.896048 4297615.6300932998,14390598.4002716 4297607.4717544904,14390590.900975101 4297619.6143206004,14390564.430582801 4297602.19916429,14390535.205262 4297585.7119805096,14390521.4556973 4297576.4867957104,14390508.634838199 4297567.3784474302,14390484.2182607 4297552.1630971199,14390536.3202467 4297469.3657869501,14390615.782174001 4297518.2088595703,14390655.5660224 4297542.7511219904,14390713.805568101 4297577.9573763199,14390669.798974101 4297651.9365716102))"
"136","0.85","2","111757","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14391989.8673354 4301321.4591327896,14391989.4052925 4301280.9363027802,14391988.1117884 4301267.4884011103,14391994.9533972 4301222.4310584404,14391998.5713485 4301180.0076727504,14391998.7684312 4301177.6980390102,14392006.8196471 4301170.3105527498,14392019.535038801 4301136.976144,14392035.6079647 4301094.8511186102,14392076.5110774 4301100.5871979501,14392066.585356601 4301142.6145043299,14392150.9365422 4301152.72307334,14392136.883689901 4301198.2016964797,14392124.2449892 4301240.4359432003,14392114.889501801 4301271.7111375201,14392110.3573328 4301277.7851871001,14392095.8709496 4301280.9121102104,14392080.0266544 4301278.9643367697,14392064.066059601 4301275.3131648302,14392054.3995832 4301270.5905582504,14392038.3107164 4301269.1132707102,14392032.966693399 4301270.27870047,14392025.516086699 4301283.3555344297,14392007.161401 4301306.8531974601,14391989.8673354 4301321.4591327896))"
"102","0.32","1","275165","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14391175.561438899 4299363.6923699901,14391157.428249801 4299346.2884174297,14391146.5775146 4299333.2927059,14391126.523714701 4299309.3346318603,14391149.1984517 4299287.9113459401,14391160.5670732 4299302.3650946496,14391183.6236677 4299281.5206453903,14391242.025920199 4299344.9386264104,14391182.2664767 4299360.4458082104,14391175.561438899 4299363.6923699901))"
"41","1.24","3","541340","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14391414.4124572 4297636.6236540498,14391396.969349099 4297598.3884078404,14391415.966164 4297597.9592863498,14391429.4037678 4297587.4846341703,14391431.125213999 4297576.1533508804,14391450.3075311 4297567.1475657197,14391456.1302872 4297581.2710630102,14391513.9829951 4297555.5478144698,14391527.722874399 4297586.2149374299,14391414.4124572 4297636.6236540498))"
"245","1.84","2","541340","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14391973.5944869 4298245.9099818598,14391953.354145501 4298200.9719449598,14392059.994859301 4298150.9042316601,14392068.268851001 4298175.0683850003,14392083.932824999 4298195.4668773999,14391973.5944869 4298245.9099818598))"
"194","1.21","3","591725","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14390832.6444516 4297531.9501859797,14390837.6877132 4297524.4543965301,14390843.5570413 4297495.0007001003,14390846.980952799 4297487.4348457903,14390860.813340601 4297487.4838278098,14390864.1415022 4297488.4412808204,14390870.1285241 4297490.1638185196,14390884.065039299 4297493.3614384504,14390841.5902513 4297534.9489618503,14390832.6444516 4297531.9501859797))"
"38","0.42","1","47274","2002","2002년도 제 15호태풍 루사 집중호우","농경지 침수 및 농작물 피해, 하우스 파손","20020831","20020901","1600","0000","47","47130","POLYGON((14390899.6469243 4300790.5831904802,14390900.346517101 4300788.6627542796,14390902.511608601 4300773.0379659999,14390903.1020486 4300766.1291092401,14390900.083869301 4300745.0719611803,14390903.5670231 4300735.0832111305,14390904.117669201 4300728.9148849603,14390910.699043799 4300717.2566653602,14390917.1853757 4300707.4192463402,14390921.648840001 4300710.6160575999,14390932.587497801 4300717.1104123304,14390946.309071001 4300727.1734419698,14390969.3786055 4300742.6887018001,14390976.881317699 4300746.5784398997,14390987.9042328 4300753.6219575703,14390999.609770199 4300759.6949995896,14391017.070561999 4300766.0506343897,14391024.291435501 4300769.8150175205,14391029.668849399 4300773.0945438799,14391029.816346399 4300768.9609018201,14391030.667506199 4300764.7173737604,14391035.3490816 4300757.1505945399,14391044.6564539 4300749.9244289901,14391052.1178915 4300744.4108401099,14391055.5348616 4300738.0693084998,14391057.750004601 4300735.0831386903,14391063.5279737 4300739.8421770604,14391081.9314829 4300761.3265639497,14391094.5739666 4300753.3252752498,14391097.9860553 4300751.4083515499,14391107.6759314 4300747.5935686799,14391110.177928099 4300757.0570721896,14391113.715931499 4300764.32381278,14391114.166601 4300768.6841564002,14391113.783188101 4300774.6498673698,14391105.574335299 4300789.98117969,14391098.0168876 4300798.6337180296,14391090.4064618 4300808.6947276201,14391076.214488501 4300817.2111777896,14391075.1230257 4300832.1055083703,14391074.5475803 4300833.3596930197,14391067.7158182 4300824.4825133998,14391067.7101121 4300822.3931357898,14391064.418443 4300819.7348127402,14391051.722686199 4300821.9983026097,14391021.531550899 4300835.4904395305,14391017.792101501 4300836.0098161995,14390998.4625489 4300833.96011623,14390990.659035301 4300834.6007921305,14390984.703144001 4300836.8327032104,14390975.7594402 4300837.7693712004,14390971.512248401 4300835.5441755801,14390964.3168511 4300835.5871042898,14390956.3740668 4300834.1883287299,14390947.7014114 4300831.33971244,14390934.231995899 4300821.9157516304,14390928.4276166 4300817.4701727899,14390910.7977763 4300806.7203107104,14390904.534411401 4300800.9901178395,14390902.6395874 4300796.2108752504,14390899.6469243 4300790.5831904802))"
